R(x),Decomposable,P(x),Q(x)
-585152512*x**15 + 1253898240*x**14 - 1910702080*x**13 + 6655382272*x**12 - 9660593152*x**11 + 11575443968*x**10 - 24420432320*x**9 + 25570066752*x**8 - 24293470400*x**7 + 38695997184*x**6 - 28034850560*x**5 + 20694367040*x**4 - 27037519704*x**3 + 10844618680*x**2 - 5857767888*x + 6668052660,1,34*x**5 + 97*x**4 - 39*x**3 - 53*x**2 - 69*x + 90,-28*x**3 + 12*x**2 - 8*x + 45
83707756634*x**15 + 143677492730*x**14 + 379752386690*x**13 + 68567692867*x**12 + 99806516902*x**11 - 757396706492*x**10 - 48083533410*x**9 - 492655331367*x**8 + 820738032534*x**7 - 163849522007*x**6 + 463548589588*x**5 - 520681067474*x**4 + 158129151233*x**3 - 151966035968*x**2 + 139491594405*x - 34860203547,1,-62*x**5 - 73*x**4 + 16*x**3 + 89*x**2 - 73*x - 99,-67*x**3 - 23*x**2 - 45*x + 56
-6542696875*x**15 + 1784371875*x**14 - 7332146250*x**13 + 28406670875*x**12 - 9097977075*x**11 + 24416331909*x**10 - 48587643925*x**9 + 15154532928*x**8 - 30128828643*x**7 + 40402873009*x**6 - 10376978316*x**5 + 16268281656*x**4 - 16121464784*x**3 + 2526479376*x**2 - 3230113344*x + 2427502003,1,13*x**5 + 8*x**4 - 47*x**3 + 55*x**2 + 62*x + 88,-55*x**3 + 3*x**2 - 12*x + 45
28019098031*x**15 - 116305689940*x**14 + 134958489270*x**13 - 226796443699*x**12 + 736378191208*x**11 - 640650829720*x**10 + 534806870596*x**9 - 1890762415960*x**8 + 980428670056*x**7 - 458014613225*x**6 + 2569234576392*x**5 - 169243576612*x**4 + 354064419323*x**3 - 1678094751608*x**2 - 685482302890*x - 611964478291,1,67*x**5 - 69*x**4 - 28*x**3 + 47*x**2 + 91*x + 23,53*x**3 - 44*x**2 - 22*x - 98
-27262976*x**15 + 247070720*x**14 - 1389772800*x**13 + 5899097088*x**12 - 19819649568*x**11 + 55498811538*x**10 - 131846749492*x**9 + 267953920962*x**8 - 470357728464*x**7 + 710113584854*x**6 - 916322984004*x**5 + 1001270921181*x**4 - 898227499332*x**3 + 636435495240*x**2 - 330502226152*x + 92728237367,1,26*x**5 - 82*x**4 + 78*x**3 + 41*x**2 - 72*x + 83,-16*x**3 + 29*x**2 - 58*x + 82
-824581120*x**15 + 8714323200*x**14 - 27561283200*x**13 - 9600062560*x**12 + 200994309780*x**11 - 211724670735*x**10 - 494269277997*x**9 + 882799324992*x**8 + 443069674542*x**7 - 1432359418894*x**6 + 135214567752*x**5 + 1040801004270*x**4 - 466683906447*x**3 - 238145146956*x**2 + 212605711065*x - 41250133483,1,-5*x**5 + 65*x**4 + 57*x**3 + 20*x**2 - 81*x - 97,44*x**3 - 93*x**2 - 99*x + 99
-37748736*x**15 + 849346560*x**14 - 8245739520*x**13 + 44888031232*x**12 - 148214808576*x**11 + 295123550208*x**10 - 310868850688*x**9 + 52931943936*x**8 + 228010454208*x**7 - 161229627936*x**6 - 68598117324*x**5 + 74048018481*x**4 + 21532801048*x**3 - 13444215399*x**2 - 6307302549*x - 711965673,1,-36*x**5 + 37*x**4 + 12*x**3 - 33*x**2 + 47*x + 16,16*x**3 - 72*x**2 + 51*x + 29
314371552*x**15 - 3858196320*x**14 + 25084771360*x**13 - 100597632432*x**12 + 266140865056*x**11 - 423102360576*x**10 + 244193913200*x**9 + 559229256000*x**8 - 1272419188864*x**7 + 653904546480*x**6 + 1417685794880*x**5 - 1390198874880*x**4 - 412367242810*x**3 + 2030841455178*x**2 + 1506903879094*x + 305106893626,1,61*x**5 + 18*x**4 + 60*x**3 - 78*x**2 - 40*x - 17,22*x**3 - 54*x**2 + 86*x + 87
-27262976*x**15 + 817889280*x**14 - 9789112320*x**13 + 58089799680*x**12 - 166717440000*x**11 + 150305734656*x**10 + 188772568064*x**9 - 213521836032*x**8 - 83211999264*x**7 + 102717087680*x**6 + 18196441806*x**5 - 23840808708*x**4 - 1981239490*x**3 + 2728985712*x**2 + 86025792*x - 124094293,1,26*x**5 - 90*x**4 + 46*x**3 + 50*x**2 + 16*x - 85,-16*x**3 + 96*x**2 + 3*x - 21
20792408*x**15 + 103962040*x**14 + 783713840*x**13 + 2201995978*x**12 + 8700330912*x**11 + 12755896244*x**10 + 35092846620*x**9 + 4801255862*x**8 + 48571125564*x**7 - 111665953061*x**6 + 87031831086*x**5 - 187687619433*x**4 + 259814722600*x**3 - 159439886792*x**2 + 44958640320*x - 4824777454,1,56*x**5 + 98*x**4 - 20*x**3 - 81*x**2 + 70*x + 23,13*x**3 + 13*x**2 + 72*x - 39
375071440896*x**15 - 722793922560*x**14 - 888434196480*x**13 + 971390324736*x**12 + 2588747207232*x**11 + 36219703226*x**10 - 3075589956028*x**9 - 2450494566338*x**8 + 924278060144*x**7 + 2457994390213*x**6 + 1325961018878*x**5 - 266975516722*x**4 - 734526506448*x**3 - 451665998698*x**2 - 137944577636*x - 19887111446,1,46*x**5 - 84*x**4 - 85*x**3 + 11*x**2 + 73*x + 61,96*x**3 - 37*x**2 - 74*x - 53
-1538336175*x**15 + 10078754250*x**14 - 2542553250*x**13 - 86021601741*x**12 + 51578296608*x**11 + 364085275776*x**10 - 59784651313*x**9 - 865531942446*x**8 - 456050449110*x**7 + 731079109059*x**6 + 1069870778744*x**5 + 600039614936*x**4 + 180012746898*x**3 + 30460490064*x**2 + 2747473020*x + 102995029,1,-75*x**5 - 36*x**4 + 97*x**3 - 40*x**2 - 34*x + 53,29*x**3 - 38*x**2 - 90*x - 17
28400117792*x**15 + 18322656640*x**14 + 45954404960*x**13 - 16899838480*x**12 + 8075782720*x**11 - 39297272512*x**10 + 11572704984*x**9 - 11830745472*x**8 + 15475817880*x**7 - 4970494416*x**6 + 3740105640*x**5 - 3039543696*x**4 + 874685406*x**3 - 385689768*x**2 + 229258458*x - 43114630,1,-31*x**5 + 10*x**4 + 17*x**3 - 61*x**2 - 11*x + 22,-62*x**3 - 8*x**2 - 18*x + 17
476289382*x**15 - 724788190*x**14 - 6599624140*x**13 + 14976182027*x**12 + 29779376178*x**11 - 110916761164*x**10 - 5798937565*x**9 + 362475894338*x**8 - 344548660439*x**7 - 408095557612*x**6 + 950295192478*x**5 - 360911411989*x**4 - 615200824372*x**3 + 820717120396*x**2 - 400261347312*x + 74350681902,1,74*x**5 + 57*x**4 + 49*x**3 + 52*x**2 + 3*x + 63,23*x**3 - 7*x**2 - 68*x + 63
-1234006002*x**15 + 457039260*x**14 - 3266984340*x**13 - 16385313825*x**12 + 1713984840*x**11 - 35789162528*x**10 - 91198817093*x**9 - 6651741806*x**8 - 149479621522*x**7 - 261113797925*x**6 - 38191985080*x**5 - 280895877504*x**4 - 377273245955*x**3 - 45121795874*x**2 - 199485969214*x - 216216035611,1,-86*x**5 + 55*x**4 + 9*x**3 + 47*x**2 + 63*x + 1,27*x**3 - 2*x**2 + 14*x + 76
66570198720*x**15 - 242891265600*x**14 + 552401356800*x**13 - 539382144896*x**12 + 95190339264*x**11 + 818599687360*x**10 - 905930292480*x**9 + 386694801024*x**8 + 714211512960*x**7 - 557948380860*x**6 + 198095300232*x**5 + 441075816116*x**4 - 87982269752*x**3 + 13235850728*x**2 + 125436174160*x + 37646267587,1,-30*x**5 + 4*x**4 + 89*x**2 - 56*x - 17,-74*x**3 + 54*x**2 - 44*x - 66
-206367616032*x**15 + 446200250880*x**14 - 887878201920*x**13 + 2161664208112*x**12 - 3036249950464*x**11 + 4255141973376*x**10 - 6197016750040*x**9 + 6304712012032*x**8 - 6632603845200*x**7 + 6831701174280*x**6 - 4969965919776*x**5 + 3933043651488*x**4 - 2878659306134*x**3 + 1269310824704*x**2 - 713032384284*x + 319999890881,1,-93*x**5 - 98*x**4 + 99*x**3 + 21*x**2 + 59*x - 97,74*x**3 - 32*x**2 + 36*x - 81
-292845506250*x**15 + 1412548912500*x**14 - 4034580165000*x**13 + 6490337290500*x**12 - 6324708532800*x**11 + 813627609312*x**10 + 4901670825085*x**9 - 6887763219942*x**8 + 1357367620224*x**7 + 2369927888984*x**6 - 3323965172928*x**5 - 562429525536*x**4 + 692366626594*x**3 - 641360312532*x**2 - 572672226120*x - 104174065053,1,-66*x**5 - 42*x**4 + 13*x**3 - 51*x**2 - 69*x + 18,85*x**3 - 82*x**2 + 76*x + 69
-6400000*x**15 + 208000000*x**14 - 2982400000*x**13 + 24760110000*x**12 - 131129020000*x**11 + 458890313000*x**10 - 1056808423000*x**9 + 1520761916275*x**8 - 1152725927400*x**7 + 119781243420*x**6 + 369488812822*x**5 - 57665103814*x**4 - 86230936260*x**3 - 21964424217*x**2 - 2313984762*x - 90450713,1,64*x**5 + 11*x**4 + 98*x**3 - 59*x**2 + 6*x + 31,-10*x**3 + 65*x**2 - 87*x - 17
-129589439382*x**15 - 253220743620*x**14 - 436245067440*x**13 - 108684754524*x**12 + 124570057728*x**11 + 551074848544*x**10 + 160359642181*x**9 + 32829885170*x**8 - 336364495844*x**7 - 36609910026*x**6 - 32879332280*x**5 + 117280188792*x**4 - 13276398470*x**3 + 6137319148*x**2 - 18307267904*x + 5238070429,1,-26*x**5 - 24*x**4 + 99*x**3 + 60*x**2 - 30*x - 79,87*x**3 + 34*x**2 + 32*x - 46
9279077472*x**15 + 39767474880*x**14 + 130033330560*x**13 + 215213531904*x**12 + 273049394688*x**11 + 45466721280*x**10 - 149104764648*x**9 - 450014072112*x**8 - 70771370880*x**7 - 2059526136*x**6 + 411017093536*x**5 - 106675306528*x**4 + 46962772766*x**3 - 199182234580*x**2 + 124940280360*x - 22338721799,1,71*x**5 - 26*x**4 - 89*x**3 + 60*x**2 - 65*x - 49,42*x**3 + 36*x**2 + 56*x - 50
268482398877*x**15 - 1077244193025*x**14 + 535655327130*x**13 + 3441273007545*x**12 - 5137374909195*x**11 - 2422080989035*x**10 + 9685703789226*x**9 - 3356421816415*x**8 - 7230004232886*x**7 + 6264642024319*x**6 + 1299039250518*x**5 - 3454495060531*x**4 + 943713321381*x**3 + 543192120891*x**2 - 365195939688*x + 61116005292,1,77*x**5 + 95*x**4 + 46*x**3 - 91*x**2 - 51*x - 48,81*x**3 - 65*x**2 - 72*x + 60
249024142444*x**15 - 970223931600*x**14 + 1819274874340*x**13 - 2039444862378*x**12 + 1429532039320*x**11 - 561143132664*x**10 + 36976480452*x**9 + 79122532308*x**8 - 34331973208*x**7 + 457455204*x**6 + 3347310632*x**5 - 495853938*x**4 - 175122028*x**3 + 35522220*x**2 + 11008752*x + 688755,1,-92*x**5 - 18*x**4 + 4*x**3 - 60*x**2 + 48*x + 3,-77*x**3 + 60*x**2 - 19*x - 6
112043858944*x**15 - 420164471040*x**14 + 995607116160*x**13 - 1521054487584*x**12 + 1743770011212*x**11 - 1429894882629*x**10 + 878024252684*x**9 - 338341369590*x**8 + 70155851292*x**7 + 19244122609*x**6 - 8477318148*x**5 + 2215208148*x**4 + 1597697156*x**3 + 261014853*x**2 + 17667780*x + 440217,1,17*x**5 + 71*x**4 - 51*x**3 + 35*x**2 - 27*x - 6,92*x**3 - 69*x**2 + 60*x + 7
21959503826*x**15 + 98997763150*x**14 + 326117221560*x**13 + 802312996575*x**12 + 1582561661190*x**11 + 2637330699600*x**10 + 3720876927456*x**9 + 4522702179315*x**8 + 4755268235016*x**7 + 4292480014991*x**6 + 3323455409674*x**5 + 2167618399179*x**4 + 1154178815815*x**3 + 484914343749*x**2 + 143552516654*x + 21210443216,1,26*x**5 - 55*x**4 + 56*x**3 - 67*x**2 - 17*x + 53,61*x**3 + 55*x**2 + 82*x + 61
-13072665399*x**15 - 68144745165*x**14 - 155996133960*x**13 - 167098344851*x**12 - 11058439603*x**11 + 190123581833*x**10 + 197216095758*x**9 + 9895561699*x**8 - 123521744780*x**7 - 74144672103*x**6 + 20937673518*x**5 + 35586196073*x**4 + 3588836177*x**3 - 7406580921*x**2 - 1768752290*x + 992957486,1,57*x**5 + 19*x**4 + 12*x**3 + 29*x**2 + 69*x - 46,-47*x**3 - 49*x**2 - 10*x + 28
254803968*x**15 + 1433272320*x**14 + 4392714240*x**13 + 8517021696*x**12 + 11401903872*x**11 + 10212052320*x**10 + 5530746816*x**9 + 562540464*x**8 - 1460116992*x**7 - 1075688208*x**6 - 83216224*x**5 + 133417536*x**4 + 57183728*x**3 - 31715906*x**2 + 4646972*x - 223351,1,-x**5 - 19*x**4 + 70*x**3 - 28*x**2 - 53*x - 21,-48*x**3 - 54*x**2 - 44*x + 10
-1408498144*x**15 - 15949170160*x**14 - 77418660960*x**13 - 202245915384*x**12 - 277339969518*x**11 - 97537727283*x**10 + 270871606129*x**9 + 372707879100*x**8 + 31677785472*x**7 - 250520800205*x**6 - 118393490137*x**5 + 81468173007*x**4 + 54783876470*x**3 - 17963187490*x**2 - 9831043625*x + 3138881011,1,-31*x**5 - 14*x**4 - 6*x**3 - 37*x**2 + 95*x + 11,34*x**3 + 77*x**2 + 25*x - 40
-14432256*x**15 + 222497280*x**14 - 993219840*x**13 - 773037504*x**12 + 15194053416*x**11 - 15537809534*x**10 - 86863287330*x**9 + 129568216371*x**8 + 238769398080*x**7 - 379934844714*x**6 - 243667603380*x**5 + 537062951132*x**4 - 43683542976*x**3 - 285693446321*x**2 + 167943303864*x - 29354140059,1,-58*x**5 - 19*x**4 + 62*x**3 - 33*x**2 + 2*x + 31,12*x**3 - 37*x**2 - 63*x + 55
617888928*x**15 - 1208913120*x**14 - 5098459680*x**13 + 10013199776*x**12 + 16728163488*x**11 - 32694207840*x**10 - 26749682221*x**9 + 52042838553*x**8 + 19056327894*x**7 - 39439278029*x**6 - 1196854470*x**5 + 10419075315*x**4 - 3850994062*x**3 + 621315621*x**2 - 48270645*x + 1478857,1,-96*x**5 - 64*x**4 - 53*x**3 + 13*x**2 - 36*x - 19,-23*x**3 + 9*x**2 + 45*x - 7
-63666606496*x**15 - 87816008960*x**14 - 405202748240*x**13 - 106016069776*x**12 - 632208053648*x**11 + 794972001504*x**10 - 508023005712*x**9 + 1595783880104*x**8 - 1334372094350*x**7 + 1199200666124*x**6 - 1638567601839*x**5 + 1130587634251*x**4 - 722916609609*x**3 + 605849269097*x**2 - 285218733020*x + 48132462235,1,97*x**5 - 76*x**4 + 55*x**3 + 56*x**2 + 98*x - 55,-58*x**3 - 16*x**2 - 65*x + 55
9625600000*x**15 + 30080000000*x**14 - 17747200000*x**13 - 77512480000*x**12 + 98311110000*x**11 + 101269376750*x**10 - 233377584500*x**9 + 57573081200*x**8 + 223440771400*x**7 - 249774037045*x**6 + 46821679266*x**5 + 123177636202*x**4 - 135444481288*x**3 + 70466521245*x**2 - 20099839702*x + 2714329363,1,94*x**5 + 22*x**4 + 95*x**3 + 43*x**2 + 8*x - 9,40*x**3 + 25*x**2 - 46*x + 31
-38249612500*x**15 + 201679775000*x**14 - 136750267500*x**13 - 849265664500*x**12 + 1157338804600*x**11 + 1400672043968*x**10 - 2460718645340*x**9 - 1115829321808*x**8 + 2298744083368*x**7 + 334713987998*x**6 - 927988674176*x**5 + 124300510544*x**4 + 135938743084*x**3 - 58437386378*x**2 + 9016138608*x - 502218932,1,-76*x**5 - 48*x**4 + 28*x**3 + 66*x**2 - 4*x + 6,55*x**3 - 58*x**2 - 83*x + 23
826686*x**15 - 21126420*x**14 + 223307280*x**13 - 1259343531*x**12 + 4107490056*x**11 - 8080539656*x**10 + 10544559574*x**9 - 10871578092*x**8 + 8488721832*x**7 - 5568824583*x**6 + 2853269796*x**5 - 1247889852*x**4 + 412518030*x**3 - 115499492*x**2 + 20592096*x - 3023352,1,14*x**5 + 29*x**4 + 86*x**3 + 49*x**2 - 42*x,9*x**3 - 46*x**2 + 16*x - 12
28927396512*x**15 - 241061637600*x**14 + 819609567840*x**13 - 1374110855712*x**12 + 905717181600*x**11 + 548959184928*x**10 - 1272359036088*x**9 + 451750096728*x**8 + 460205931024*x**7 - 363119778468*x**6 - 51310167336*x**5 + 103700446020*x**4 - 4252980978*x**3 - 14553743886*x**2 + 999919086*x + 898462678,1,63*x**5 - 7*x**4 - 91*x**3 - 12*x**2 + 55*x + 40,54*x**3 - 90*x**2 + 6*x + 27
-24461180928*x**15 - 168170618880*x**14 - 266270146560*x**13 + 267453923328*x**12 + 192381640704*x**11 - 1542546035712*x**10 + 460010548224*x**9 + 2111523700176*x**8 - 3865494311712*x**7 + 1303640166792*x**6 + 2950463237568*x**5 - 5568867738203*x**4 + 4765268760202*x**3 - 2584693143659*x**2 + 836515588909*x - 149868383214,1,-96*x**5 + 13*x**4 - 50*x**3 + 79*x**2 + 43*x + 81,48*x**3 + 66*x**2 - 77*x + 69
-6291456*x**15 - 102236160*x**14 - 682229760*x**13 - 2355429376*x**12 - 4204453888*x**11 - 2651400192*x**10 + 2778481152*x**9 + 4865497856*x**8 + 479058528*x**7 - 2577850136*x**6 - 797497590*x**5 + 702386292*x**4 + 234905290*x**3 - 111824219*x**2 - 23701401*x + 8882218,1,6*x**5 + 44*x**4 - 66*x**3 - 87*x**2 - 15*x + 26,-16*x**3 - 52*x**2 - 9*x + 16
-6624903168*x**15 + 4140564480*x**14 + 5175705600*x**13 - 19708157952*x**12 + 6611175936*x**11 + 11805538752*x**10 - 21155776992*x**9 + 3291204960*x**8 + 9542757744*x**7 - 10501262460*x**6 + 448450902*x**5 + 3274015122*x**4 - 2450281227*x**3 - 30363702*x**2 + 405202680*x - 218633614,1,26*x**5 - 32*x**4 + 69*x**3 - 62*x**2 - 40*x + 50,-48*x**3 + 6*x**2 + 9*x - 24
-98251217757*x**15 + 569233245735*x**14 - 671965055685*x**13 - 1222839279144*x**12 + 1471802391171*x**11 + 2797649491509*x**10 - 702593725455*x**9 - 3918300419756*x**8 - 2440227962023*x**7 + 1133426775429*x**6 + 2753073563957*x**5 + 2099349853828*x**4 + 929777126247*x**3 + 257545858277*x**2 + 42279874225*x + 3244836154,1,99*x**5 - 74*x**4 + 16*x**3 + 18*x**2 - 21*x - 38,-63*x**3 + 73*x**2 + 83*x + 32
-86093442*x**15 + 127545840*x**14 - 808971300*x**13 + 1294959879*x**12 - 3366643824*x**11 + 5259117720*x**10 - 8163807078*x**9 + 11012875800*x**8 - 12304043796*x**7 + 12694826382*x**6 - 10954335720*x**5 + 7839749320*x**4 - 4797995068*x**3 + 2165418776*x**2 - 571128824*x + 63277998,1,6*x**5 - 21*x**4 + 90*x**3 + 10*x**2 - 92*x + 30,-27*x**3 + 8*x**2 - 46*x + 26
-72906755778*x**15 - 168664882770*x**14 + 284627065050*x**13 + 673009976206*x**12 - 646525369058*x**11 - 1055988767802*x**10 + 1041584498368*x**9 + 646792315408*x**8 - 959349792186*x**7 + 88525363926*x**6 + 315481907502*x**5 - 194015102814*x**4 + 53458592466*x**3 - 7925201862*x**2 + 615304188*x - 19707767,1,54*x**5 + 16*x**4 + 46*x**3 - 84*x**2 - 20*x + 77,-67*x**3 - 31*x**2 + 81*x - 13
530427323335*x**15 - 2156682523450*x**14 + 1292600336300*x**13 + 3211686188165*x**12 - 218184843240*x**11 - 5165257243960*x**10 - 2580697801858*x**9 + 2929191498596*x**8 + 4450236767680*x**7 + 1500685451535*x**6 - 1263198081540*x**5 - 1798845111164*x**4 - 1054049615088*x**3 - 368118355216*x**2 - 75776139264*x - 7802778789,1,-85*x**5 - 60*x**4 + 88*x**3 - 91*x**2 + 75*x,-91*x**3 + 74*x**2 + 76*x + 39
-29274835968*x**15 + 108038085120*x**14 - 28793560320*x**13 - 188376346368*x**12 - 85107148224*x**11 + 288826704992*x**10 + 281313879504*x**9 - 81741709008*x**8 - 337402551060*x**7 - 211902134574*x**6 + 33376432149*x**5 + 145357288284*x**4 + 111324110049*x**3 + 47215958343*x**2 + 11494645425*x + 1400813845,1,7*x**5 - 8*x**4 - 53*x**3 + 23*x**2 + 59*x + 87,-84*x**3 + 62*x**2 + 75*x + 46
13125000000*x**15 + 119437500000*x**14 + 411127500000*x**13 + 743072050000*x**12 + 1168869390500*x**11 + 2067677574942*x**10 + 2383049971420*x**9 + 2314048792090*x**8 + 3394252208940*x**7 + 2158970292602*x**6 + 1676314892176*x**5 + 2617432274761*x**4 - 345387722026*x**3 + 1627207759423*x**2 - 299272076370*x + 313640258105,1,-42*x**5 + 70*x**4 + 78*x**3 + 13*x**2 + 35*x - 49,-50*x**3 - 91*x**2 + 18*x - 94
-626166288*x**15 - 853863120*x**14 - 940111920*x**13 + 7787384550*x**12 + 8825663880*x**11 + 8716189356*x**10 - 40605138990*x**9 - 34823292120*x**8 - 30042498540*x**7 + 110312494434*x**6 + 62072569804*x**5 + 45305019876*x**4 - 154690111750*x**3 - 42094087720*x**2 - 24945268400*x + 88654611572,1,16*x**5 - 10*x**4 - 90*x**3 + 66*x**2 + 82*x - 76,-33*x**3 - 9*x**2 - 5*x + 89
-55743355866*x**15 - 18276510120*x**14 - 454740544830*x**13 + 228753617422*x**12 - 1388775482468*x**11 + 1975898103960*x**10 - 2824403824189*x**9 + 5038415999800*x**8 - 5454369452751*x**7 + 6366901853262*x**6 - 6963620814857*x**5 + 5475072096614*x**4 - 4149143189662*x**3 + 2802687234506*x**2 - 1093625022897*x + 168042500924,1,66*x**5 + 22*x**4 - 83*x**3 + 50*x**2 + 59*x - 40,-61*x**3 - 4*x**2 - 99*x + 76
-58712321792*x**15 + 193625742080*x**14 - 108640387200*x**13 - 413735202832*x**12 + 695136085184*x**11 + 10332030272*x**10 - 896993388088*x**9 + 637024961600*x**8 + 337902457436*x**7 - 627310199824*x**6 + 138907133522*x**5 + 212901220865*x**4 - 137909471807*x**3 - 5365451622*x**2 + 28485425501*x - 7555255389,1,8*x**5 + 63*x**4 + 85*x**3 + 51*x + 99,-94*x**3 + 62*x**2 + 47*x - 64
-90597934789*x**15 + 518482156925*x**14 - 1683538194515*x**13 + 3858544145357*x**12 - 6806114966205*x**11 + 9666736570481*x**10 - 11316170848796*x**9 + 11061324971288*x**8 - 9072649827421*x**7 + 6231998036437*x**6 - 3554957053445*x**5 + 1654438392999*x**4 - 608937472707*x**3 + 167776948967*x**2 - 30854945758*x + 2808410140,1,23*x**5 + 52*x**4 - 45*x**3 - 70*x**2 - 70*x - 70,-83*x**3 + 95*x**2 - 91*x + 41
-12178856250*x**15 - 106903293750*x**14 - 411885911250*x**13 - 907272272250*x**12 - 1240002446850*x**11 - 1052536788534*x**10 - 498404426535*x**9 - 62387993175*x**8 + 55836621810*x**7 + 22173678393*x**6 - 2214557190*x**5 - 1871051027*x**4 + 138180933*x**3 + 73256840*x**2 - 12498084*x + 569841,1,66*x**5 + 30*x**4 + 93*x**3 - 62*x**2 - 8*x - 63,-45*x**3 - 79*x**2 - 27*x + 6
-121328851*x**15 + 2618148890*x**14 - 24131333800*x**13 + 126426874950*x**12 - 431573879680*x**11 + 1071847214128*x**10 - 2106595009199*x**9 + 3361211741006*x**8 - 4419487090212*x**7 + 4939607821494*x**6 - 4513277350248*x**5 + 3584236564920*x**4 - 2192095990180*x**3 + 1185941413720*x**2 - 399909430848*x + 127235424596,1,-49*x**5 + 90*x**4 + 19*x**3 + 74*x**2 + 20*x - 28,19*x**3 - 82*x**2 + 48*x - 76
237705504*x**15 + 6192853920*x**14 + 64160732160*x**13 + 328198744356*x**12 + 810043933104*x**11 + 664591586904*x**10 - 391401711866*x**9 - 121531066362*x**8 + 48450485214*x**7 + 9371185955*x**6 - 2622292146*x**5 - 393863703*x**4 + 67046712*x**3 + 8969040*x**2 - 668664*x - 86771,1,96*x**5 + 36*x**4 - 62*x**3 - 91*x**2 + 28*x - 83,19*x**3 + 99*x**2 - 6*x - 4
-506622640128*x**15 + 201497640960*x**14 + 2443486003200*x**13 - 932287893504*x**12 - 4697852687616*x**11 + 1719369248160*x**10 + 4482729292032*x**9 - 1578150600918*x**8 - 2096877350496*x**7 + 718910106642*x**6 + 359306610540*x**5 - 128386817601*x**4 + 15802235548*x**3 - 951298840*x**2 + 28493176*x - 341115,1,96*x**5 - 54*x**4 + 54*x**3 - 27*x**2 - 4*x + 40,-88*x**3 + 7*x**2 + 86*x - 5
8080894976*x**15 - 81727233280*x**14 + 380211117440*x**13 - 1002970994080*x**12 + 1473304025820*x**11 - 680129492201*x**10 - 1518027062786*x**9 + 2804057590603*x**8 - 923144928096*x**7 - 1992625975686*x**6 + 1880980336796*x**5 + 533055567404*x**4 - 1113084256544*x**3 - 62987038624*x**2 + 374933576736*x + 101325764806,1,-49*x**5 - 10*x**4 - 76*x**3 - 62*x**2 - 59*x - 42,-44*x**3 + 89*x**2 - 54*x - 73
-415221359616*x**15 + 1038053399040*x**14 - 2279204202240*x**13 + 2189010328576*x**12 - 1850831580992*x**11 - 301448423968*x**10 + 606439632880*x**9 - 1223281809536*x**8 - 119248219324*x**7 - 26271848486*x**6 - 402466724265*x**5 - 122624661805*x**4 - 35783272295*x**3 - 64575851015*x**2 - 29108992550*x - 3812034070,1,-63*x**5 + x**4 - 93*x**3 - 7*x**2 + 94*x + 98,92*x**3 - 46*x**2 + 55*x + 36
279115715592*x**15 + 176452463880*x**14 + 1279787410440*x**13 + 625225127031*x**12 + 2302640184372*x**11 + 820774991014*x**10 + 2033392716299*x**9 + 468929703770*x**8 + 881246481764*x**7 + 93767887772*x**6 + 149862872258*x**5 - 3120884085*x**4 + 20418685*x**3 - 467313*x**2 + 7546*x + 62,1,-56*x**5 - 89*x**4 - 45*x**3 - 79*x**2 - 98*x + 62,-87*x**3 - 11*x**2 - 77*x
-27993600000*x**15 + 41990400000*x**14 + 26127360000*x**13 - 59743008000*x**12 - 4197484800*x**11 + 33693781248*x**10 - 3320516160*x**9 - 9254516976*x**8 + 1623212784*x**7 + 1170882936*x**6 - 278508600*x**5 - 38247720*x**4 + 18000808*x**3 - 2190592*x**2 + 114752*x - 2267,1,-36*x**5 - 81*x**4 + 17*x**3 + 2*x**2 + 44*x - 51,60*x**3 - 18*x**2 - 22*x + 2
40503753210*x**15 + 287153474250*x**14 + 590638379400*x**13 - 82112348078*x**12 - 1204701862270*x**11 + 27068593414*x**10 + 1304688180060*x**9 - 583749660962*x**8 - 508375911280*x**7 + 660656487868*x**6 - 335776632840*x**5 + 99066365884*x**4 - 18273480850*x**3 + 2086094278*x**2 - 135320100*x + 3823788,1,-30*x**5 + 82*x**4 + 28*x**2 - 90*x + 88,-67*x**3 - 95*x**2 + 74*x - 10
